stage_id,ranking,rider_time,rider_name,rider_country,rider_team,rider_age
5,149,18056,Arnaud Démare,France,Groupama-FDJ,26
5,150,18056,Damien Gaudin,France,Direct Énergie,31
5,151,18056,Daniele Bennati,Italy,Movistar Team,37
5,152,18056,Roberto Ferrari,Italy,UAE Team Emirates,35
5,153,18323,Julien Vermote,Belgium,Team Dimension Data,28
5,154,18323,André Greipel,Germany,Lotto-Soudal,35
5,155,18323,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
5,156,18323,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
5,157,18323,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
5,158,18323,Tom Scully,New Zealand,EF Education First-Drapac p/b Cannondale,28
5,159,18323,Jasper De Buyst,Belgium,Lotto-Soudal,24
5,160,18323,Timo Roosen,Netherlands,LottoNL-Jumbo,25
5,161,18542,Jay Thomson,South Africa,Team Dimension Data,32
5,162,18542,Mark Renshaw,Australia,Team Dimension Data,35
5,163,18542,Mark Cavendish,Great Britain,Team Dimension Data,33
5,164,18542,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
5,165,18542,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
5,166,18542,Marcel Sieberg,Germany,Lotto-Soudal,36
5,167,18542,Rick Zabel,Germany,Team Katusha-Alpecin,24
5,168,18542,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
5,169,18542,Marcel Kittel,Germany,Team Katusha-Alpecin,30
5,170,18542,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
6,1,15223,Daniel Martin,Ireland,UAE Team Emirates,31
6,2,15224,Pierre Latour,France,AG2R La Mondiale,24
6,3,15226,Alejandro Valverde,Spain,Movistar Team,38
6,4,15226,Julian Alaphilippe,France,Quick-Step Floors,26
6,5,15226,Rafal Majka,Poland,Bora-Hansgrohe,28
6,6,15226,Adam Yates,Great Britain,Mitchelton-Scott,25
6,7,15226,Bauke Mollema,Netherlands,Trek-Segafredo,31
6,8,15226,Peter Sagan,Slovakia,Bora-Hansgrohe,28
6,9,15226,Geraint Thomas,Great Britain,Team Sky,32
6,10,15226,Primoz Roglic,Slovenia,LottoNL-Jumbo,28
6,11,15226,Richie Porte,Australia,BMC Racing Team,33
6,12,15226,Greg Van Avermaet,Belgium,BMC Racing Team,33
6,13,15226,Nairo Quintana,Colombia,Movistar Team,28
6,14,15226,Vincenzo Nibali,Italy,Bahrain-Merida,33
6,15,15226,Jakob Fuglsang,Denmark,Astana,33
6,16,15226,Mikel Landa,Spain,Movistar Team,28
6,17,15229,Tejay Van Garderen,United States,BMC Racing Team,29
6,18,15231,Chris Froome,Great Britain,Team Sky,33
6,19,15234,Rigoberto Urán,Colombia,EF Education First-Drapac p/b Cannondale,31
6,20,15235,Warren Barguil,France,Fortuneo-Samsic,26
6,21,15235,Bob Jungels,Luxembourg,Quick-Step Floors,25
6,22,15235,Ion Izagirre,Spain,Bahrain-Merida,29
6,23,15235,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
6,24,15235,Arthur Vichot,France,Groupama-FDJ,29
6,25,15235,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
6,26,15235,Egan Bernal,Colombia,Team Sky,21
6,27,15235,Jesús Herrada,Spain,Cofidis,27
6,28,15235,Alexis Vuillermoz,France,AG2R La Mondiale,30
6,29,15235,Tom-Jelte Slagter,Netherlands,Team Dimension Data,29
6,30,15235,Domenico Pozzovivo,Italy,Bahrain-Merida,35
6,31,15235,Philippe Gilbert,Belgium,Quick-Step Floors,36
6,32,15239,Jelle Vanendert,Belgium,Lotto-Soudal,33
6,33,15254,Romain Bardet,France,AG2R La Mondiale,27
6,34,15254,Damiano Caruso,Italy,BMC Racing Team,30
6,35,15254,Pierre Rolland,France,EF Education First-Drapac p/b Cannondale,31
6,36,15254,Guillaume Martin,France,Wanty-Groupe Gobert,25
6,37,15264,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
6,38,15266,Serge Pauwels,Belgium,Team Dimension Data,34
6,39,15266,David Gaudu,France,Groupama-FDJ,21
6,40,15266,Maxime Bouet,France,Fortuneo-Samsic,31
6,41,15268,Tanel Kangert,Estonia,Astana,31
6,42,15268,Julien Simon,France,Cofidis,32
6,43,15268,Rein Taaramäe,Estonia,Direct Énergie,31
6,44,15268,Mikel Nieve,Spain,Mitchelton-Scott,34
6,45,15276,Søren Kragh Andersen,Denmark,Team Sunweb,23
6,46,15276,Tom Dumoulin,Netherlands,Team Sunweb,27
6,47,15281,Sylvain Chavanel,France,Direct Énergie,39
6,48,15281,Marco Minnaard,Netherlands,Wanty-Groupe Gobert,29
6,49,15287,Élie Gesbert,France,Fortuneo-Samsic,23
6,50,15288,Lilian Calmejane,France,Direct Énergie,25
6,51,15299,Daryl Impey,South Africa,Mitchelton-Scott,31
6,52,15299,Michael Gogl,Austria,Trek-Segafredo,24
6,53,15306,Tobias Ludvigsson,Sweden,Groupama-FDJ,27
6,54,15306,Omar Fraile,Spain,Astana,27
6,55,15306,Julien Bernard,France,Trek-Segafredo,26
6,56,15306,Anthony Perez,France,Cofidis,27
6,57,15341,Robert Gesink,Netherlands,LottoNL-Jumbo,32
6,58,15343,Sonny Colbrelli,Italy,Bahrain-Merida,28
6,59,15343,Gorka Izagirre,Spain,Bahrain-Merida,30
6,60,15343,Marc Soler,Spain,Movistar Team,24
6,61,15357,Magnus Cort Nielsen,Denmark,Astana,25
6,62,15357,Jens Keukeleire,Belgium,Lotto-Soudal,29
6,63,15360,José Joaquín Rojas,Spain,Movistar Team,33
6,64,15360,Edvald Boasson Hagen,Norway,Team Dimension Data,31
6,65,15360,Romain Hardy,France,Fortuneo-Samsic,29
6,66,15360,Amaël Moinard,France,Fortuneo-Samsic,36
6,67,15360,Olivier Le Gac,France,Groupama-FDJ,24
6,68,15360,Pavel Kochetkov,Russia,Team Katusha-Alpecin,32
6,69,15360,Wout Poels,Netherlands,Team Sky,30
6,70,15360,Franco Pellizotti,Italy,Bahrain-Merida,40
6,71,15360,Andrey Amador,Costa Rica,Movistar Team,31
6,72,15360,Marco Marcato,Italy,UAE Team Emirates,34
6,73,15360,Kristijan Ðurasek,Croatia,UAE Team Emirates,30
6,74,15360,Stefan Küng,Switzerland,BMC Racing Team,24
6,75,15360,Simon Clarke,Australia,EF Education First-Drapac p/b Cannondale,31
6,76,15360,Daniel Felipe Martínez,Colombia,EF Education First-Drapac p/b Cannondale,22
6,77,15360,Mathias Frank,Switzerland,AG2R La Mondiale,31
6,78,15372,Jérôme Cousin,France,Direct Énergie,29
6,79,15372,Oliver Naesen,Belgium,AG2R La Mondiale,27
6,80,15410,Julien Vermote,Belgium,Team Dimension Data,28
6,81,15410,Thomas Degand,Belgium,Wanty-Groupe Gobert,32
6,82,15410,Nikias Arndt,Germany,Team Sunweb,26
6,83,15410,Yoann Offredo,France,Wanty-Groupe Gobert,31
6,84,15412,Marcus Burghardt,Germany,Bora-Hansgrohe,35
6,85,15412,Chad Haga,United States,Team Sunweb,29
6,86,15430,Pawel Poljanski,Poland,Bora-Hansgrohe,28
6,87,15431,Thomas Boudat,France,Direct Énergie,24
6,88,15431,Daniel Oss,Italy,Bora-Hansgrohe,31
6,89,15441,Romain Sicard,France,Direct Énergie,30
6,90,15447,Simon Geschke,Germany,Team Sunweb,32
6,91,15447,Laurens Ten Dam,Netherlands,Team Sunweb,37
6,92,15462,Florian Vachon,France,Fortuneo-Samsic,33
6,93,15462,Reinardt Janse Van Rensburg,South Africa,Team Dimension Data,29
6,94,15476,Kevin Ledanois,France,Fortuneo-Samsic,24
6,95,15497,Paul Martens,Germany,LottoNL-Jumbo,34
6,96,15497,Toms Skujins,Latvia,Trek-Segafredo,27
6,97,15497,Luke Durbridge,Australia,Mitchelton-Scott,27
6,98,15522,Michal Kwiatkowski,Poland,Team Sky,28
6,99,15522,Tomasz Marczynski,Poland,Lotto-Soudal,34
6,100,15561,Silvan Dillier,Switzerland,AG2R La Mondiale,27
6,101,15564,Gregor Mühlberger,Austria,Bora-Hansgrohe,24
6,102,15564,Edward Theuns,Belgium,Team Sunweb,27
6,103,15568,Heinrich Haussler,Australia,Bahrain-Merida,34
6,104,15568,Ian Boswell,United States,Team Katusha-Alpecin,27
6,105,15568,Nils Politt,Germany,Team Katusha-Alpecin,24
6,106,15569,Jack Bauer,New Zealand,Mitchelton-Scott,33
6,107,15569,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
6,108,15569,Tony Martin,Germany,Team Katusha-Alpecin,33
6,109,15578,Rudy Molard,France,Groupama-FDJ,28
6,110,15594,Tony Gallopin,France,AG2R La Mondiale,30
6,111,15601,Gianni Moscon,Italy,Team Sky,24
6,112,15611,Lukas Pöstlberger,Austria,Bora-Hansgrohe,26
6,113,15626,Nicolas Edet,France,Cofidis,30
6,114,15661,Niki Terpstra,Netherlands,Quick-Step Floors,34
6,115,15673,Jonathan Castroviejo,Spain,Team Sky,31
6,116,15688,Simon Gerrans,Australia,BMC Racing Team,38
6,117,15728,Kristijan Koren,Slovenia,Bahrain-Merida,31
6,118,15728,Imanol Erviti,Spain,Movistar Team,34
6,119,15728,Tom Scully,New Zealand,EF Education First-Drapac p/b Cannondale,28
6,120,15728,Timo Roosen,Netherlands,LottoNL-Jumbo,25
6,121,15769,Fabien Grellier,France,Direct Énergie,23
6,122,15798,Thomas De Gendt,Belgium,Lotto-Soudal,31
6,123,15800,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
6,124,15800,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
6,125,15800,Dimitri Claeys,Belgium,Cofidis,31
6,126,15802,Laurent Pichon,France,Fortuneo-Samsic,31
6,127,15836,Koen De Kort,Netherlands,Trek-Segafredo,35
6,128,15836,John Degenkolb,Germany,Trek-Segafredo,29
6,129,15836,Mathew Hayman,Australia,Mitchelton-Scott,40
6,130,15836,Jasper Stuyven,Belgium,Trek-Segafredo,26
6,131,15874,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
6,132,15897,Luke Rowe,Great Britain,Team Sky,28
6,133,15897,Jay Thomson,South Africa,Team Dimension Data,32
6,134,15897,Darwin Atapuma,Colombia,UAE Team Emirates,30
6,135,15897,Daniel Navarro,Spain,Cofidis,34
6,136,15915,Damien Howson,Australia,Mitchelton-Scott,25
6,137,15928,Anthony Turgis,France,Cofidis,24
6,138,15928,Christophe Laporte,France,Cofidis,25
6,139,15928,Daniele Bennati,Italy,Movistar Team,37
6,140,15928,Maciej Bodnar,Poland,Bora-Hansgrohe,33
6,141,16093,Rory Sutherland,Australia,UAE Team Emirates,36
6,142,16093,Michael Valgren,Denmark,Astana,26
6,143,16093,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
6,144,16093,Jasper De Buyst,Belgium,Lotto-Soudal,24
6,145,16093,Marcel Sieberg,Germany,Lotto-Soudal,36
6,146,16093,Michael Hepburn,Australia,Mitchelton-Scott,26
6,147,16093,Michael Schär,Switzerland,BMC Racing Team,31
6,148,16093,Alexander Kristoff,Norway,UAE Team Emirates,31
6,149,16093,Tim Declercq,Belgium,Quick-Step Floors,29
6,150,16093,Yves Lampaert,Belgium,Quick-Step Floors,27
6,151,16093,Mark Cavendish,Great Britain,Team Dimension Data,33
6,152,16093,Marcel Kittel,Germany,Team Katusha-Alpecin,30
6,153,16093,Rick Zabel,Germany,Team Katusha-Alpecin,24
6,154,16093,Oliviero Troia,Italy,UAE Team Emirates,23
6,155,16093,Maximiliano Richeze,Argentina,Quick-Step Floors,35
6,156,16093,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
6,157,16093,André Greipel,Germany,Lotto-Soudal,35
6,158,16093,Mark Renshaw,Australia,Team Dimension Data,35
6,159,16093,Patrick Bevin,New Zealand,BMC Racing Team,27
6,160,16093,Dmitriy Gruzdev,Kazakhstan,Astana,32
6,161,16093,Fernando Gaviria,Colombia,Quick-Step Floors,23
6,162,16093,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
6,163,16093,Antwan Tolhoek,Netherlands,LottoNL-Jumbo,24
6,164,16093,Jesper Hansen,Denmark,Astana,27
6,165,16093,Arnaud Démare,France,Groupama-FDJ,26
6,166,16093,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
6,167,16093,Jacopo Guarnieri,Italy,Groupama-FDJ,30
6,168,16093,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
6,169,16093,Roberto Ferrari,Italy,UAE Team Emirates,35
6,170,16093,Damien Gaudin,France,Direct Énergie,31
7,1,20622,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
7,2,20622,Fernando Gaviria,Colombia,Quick-Step Floors,23
7,3,20622,Peter Sagan,Slovakia,Bora-Hansgrohe,28
7,4,20622,Arnaud Démare,France,Groupama-FDJ,26
7,5,20622,Christophe Laporte,France,Cofidis,25
7,6,20622,John Degenkolb,Germany,Trek-Segafredo,29
7,7,20622,Daryl Impey,South Africa,Mitchelton-Scott,31
7,8,20622,André Greipel,Germany,Lotto-Soudal,35
7,9,20622,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
7,10,20622,Mark Cavendish,Great Britain,Team Dimension Data,33
7,11,20622,Rick Zabel,Germany,Team Katusha-Alpecin,24
7,12,20622,Sonny Colbrelli,Italy,Bahrain-Merida,28
7,13,20622,Alexander Kristoff,Norway,UAE Team Emirates,31
7,14,20622,Thomas Boudat,France,Direct Énergie,24
7,15,20622,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
7,16,20622,Greg Van Avermaet,Belgium,BMC Racing Team,33
7,17,20622,Vincenzo Nibali,Italy,Bahrain-Merida,33
7,18,20622,Nikias Arndt,Germany,Team Sunweb,26
7,19,20622,Alejandro Valverde,Spain,Movistar Team,38
7,20,20622,Søren Kragh Andersen,Denmark,Team Sunweb,23
7,21,20622,Rafal Majka,Poland,Bora-Hansgrohe,28
7,22,20622,Dmitriy Gruzdev,Kazakhstan,Astana,32
7,23,20622,Gorka Izagirre,Spain,Bahrain-Merida,30
7,24,20622,Geraint Thomas,Great Britain,Team Sky,32
7,25,20622,Chris Froome,Great Britain,Team Sky,33
7,26,20622,Daniel Oss,Italy,Bora-Hansgrohe,31
7,27,20622,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
7,28,20622,Simon Clarke,Australia,EF Education First-Drapac p/b Cannondale,31
7,29,20622,Nairo Quintana,Colombia,Movistar Team,28
7,30,20622,Michael Hepburn,Australia,Mitchelton-Scott,26
7,31,20622,Tom Dumoulin,Netherlands,Team Sunweb,27
7,32,20622,Bob Jungels,Luxembourg,Quick-Step Floors,25
7,33,20622,Adam Yates,Great Britain,Mitchelton-Scott,25
7,34,20622,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
7,35,20622,Tejay Van Garderen,United States,BMC Racing Team,29
7,36,20622,Mathew Hayman,Australia,Mitchelton-Scott,40
7,37,20622,Jakob Fuglsang,Denmark,Astana,33
7,38,20622,Edward Theuns,Belgium,Team Sunweb,27
7,39,20622,Pierre Latour,France,AG2R La Mondiale,24
7,40,20622,Richie Porte,Australia,BMC Racing Team,33
7,41,20622,Michael Schär,Switzerland,BMC Racing Team,31
7,42,20622,Guillaume Martin,France,Wanty-Groupe Gobert,25
7,43,20622,Daniele Bennati,Italy,Movistar Team,37
7,44,20622,Jack Bauer,New Zealand,Mitchelton-Scott,33
7,45,20622,Egan Bernal,Colombia,Team Sky,21
7,46,20622,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
7,47,20622,Michael Valgren,Denmark,Astana,26
7,48,20622,Philippe Gilbert,Belgium,Quick-Step Floors,36
7,49,20622,Romain Bardet,France,AG2R La Mondiale,27
7,50,20622,Ion Izagirre,Spain,Bahrain-Merida,29
7,51,20622,Oliver Naesen,Belgium,AG2R La Mondiale,27
7,52,20622,Maximiliano Richeze,Argentina,Quick-Step Floors,35
7,53,20622,Daniel Martin,Ireland,UAE Team Emirates,31
7,54,20622,Primoz Roglic,Slovenia,LottoNL-Jumbo,28
7,55,20622,Rigoberto Urán,Colombia,EF Education First-Drapac p/b Cannondale,31
7,56,20622,José Joaquín Rojas,Spain,Movistar Team,33
7,57,20622,Arthur Vichot,France,Groupama-FDJ,29
7,58,20622,Florian Vachon,France,Fortuneo-Samsic,33
7,59,20622,Julien Simon,France,Cofidis,32
7,60,20622,Mikel Landa,Spain,Movistar Team,28
7,61,20622,Maxime Bouet,France,Fortuneo-Samsic,31
7,62,20622,Jasper Stuyven,Belgium,Trek-Segafredo,26
7,63,20622,Bauke Mollema,Netherlands,Trek-Segafredo,31
7,64,20622,Alexis Vuillermoz,France,AG2R La Mondiale,30
7,65,20622,Silvan Dillier,Switzerland,AG2R La Mondiale,27
7,66,20622,Warren Barguil,France,Fortuneo-Samsic,26
7,67,20622,Patrick Bevin,New Zealand,BMC Racing Team,27
7,68,20622,Pierre Rolland,France,EF Education First-Drapac p/b Cannondale,31
7,69,20622,Kevin Ledanois,France,Fortuneo-Samsic,24
7,70,20622,Marco Minnaard,Netherlands,Wanty-Groupe Gobert,29
7,71,20622,David Gaudu,France,Groupama-FDJ,21
7,72,20622,Rudy Molard,France,Groupama-FDJ,28
7,73,20622,Serge Pauwels,Belgium,Team Dimension Data,34
7,74,20622,Damiano Caruso,Italy,BMC Racing Team,30
7,75,20622,Koen De Kort,Netherlands,Trek-Segafredo,35
7,76,20622,Tobias Ludvigsson,Sweden,Groupama-FDJ,27
7,77,20622,Tony Martin,Germany,Team Katusha-Alpecin,33
7,78,20622,Tanel Kangert,Estonia,Astana,31
7,79,20622,Sylvain Chavanel,France,Direct Énergie,39
7,80,20622,Nils Politt,Germany,Team Katusha-Alpecin,24
7,81,20622,Julian Alaphilippe,France,Quick-Step Floors,26
7,82,20622,Imanol Erviti,Spain,Movistar Team,34
7,83,20622,Thomas Degand,Belgium,Wanty-Groupe Gobert,32
7,84,20622,Domenico Pozzovivo,Italy,Bahrain-Merida,35
7,85,20622,Rein Taaramäe,Estonia,Direct Énergie,31
7,86,20622,Michael Gogl,Austria,Trek-Segafredo,24
7,87,20622,Simon Gerrans,Australia,BMC Racing Team,38
7,88,20622,Tony Gallopin,France,AG2R La Mondiale,30
7,89,20622,Laurens Ten Dam,Netherlands,Team Sunweb,37
7,90,20622,Kristijan Ðurasek,Croatia,UAE Team Emirates,30
7,91,20622,Mikel Nieve,Spain,Mitchelton-Scott,34
7,92,20622,Lilian Calmejane,France,Direct Énergie,25
7,93,20622,Andrey Amador,Costa Rica,Movistar Team,31
7,94,20622,Amaël Moinard,France,Fortuneo-Samsic,36
7,95,20622,Mathias Frank,Switzerland,AG2R La Mondiale,31
7,96,20622,Magnus Cort Nielsen,Denmark,Astana,25
7,97,20622,Pavel Kochetkov,Russia,Team Katusha-Alpecin,32
7,98,20622,Edvald Boasson Hagen,Norway,Team Dimension Data,31
7,99,20622,Marcus Burghardt,Germany,Bora-Hansgrohe,35
7,100,20622,Marcel Sieberg,Germany,Lotto-Soudal,36
7,101,20622,Timo Roosen,Netherlands,LottoNL-Jumbo,25
7,102,20622,Yves Lampaert,Belgium,Quick-Step Floors,27
7,103,20622,Romain Sicard,France,Direct Énergie,30
7,104,20622,Heinrich Haussler,Australia,Bahrain-Merida,34
7,105,20622,Nicolas Edet,France,Cofidis,30
7,106,20622,Darwin Atapuma,Colombia,UAE Team Emirates,30
7,107,20622,Daniel Felipe Martínez,Colombia,EF Education First-Drapac p/b Cannondale,22
7,108,20622,Romain Hardy,France,Fortuneo-Samsic,29
7,109,20622,Jens Keukeleire,Belgium,Lotto-Soudal,29
7,110,20622,Jacopo Guarnieri,Italy,Groupama-FDJ,30
7,111,20622,Jay Thomson,South Africa,Team Dimension Data,32
7,112,20622,Luke Durbridge,Australia,Mitchelton-Scott,27
7,113,20622,Marco Marcato,Italy,UAE Team Emirates,34
7,114,20622,Oliviero Troia,Italy,UAE Team Emirates,23
7,115,20622,Roberto Ferrari,Italy,UAE Team Emirates,35
7,116,20622,Jasper De Buyst,Belgium,Lotto-Soudal,24
7,117,20622,Jonathan Castroviejo,Spain,Team Sky,31
7,118,20622,Marcel Kittel,Germany,Team Katusha-Alpecin,30
7,119,20662,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
7,120,20664,Gianni Moscon,Italy,Team Sky,24
7,121,20664,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
7,122,20671,Niki Terpstra,Netherlands,Quick-Step Floors,34
7,123,20688,Anthony Turgis,France,Cofidis,24
7,124,20693,Tom-Jelte Slagter,Netherlands,Team Dimension Data,29
7,125,20693,Yoann Offredo,France,Wanty-Groupe Gobert,31
7,126,20693,Kristijan Koren,Slovenia,Bahrain-Merida,31
7,127,20693,Tom Scully,New Zealand,EF Education First-Drapac p/b Cannondale,28
7,128,20693,Simon Geschke,Germany,Team Sunweb,32
7,129,20707,Marc Soler,Spain,Movistar Team,24
7,130,20709,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
7,131,20709,Maciej Bodnar,Poland,Bora-Hansgrohe,33
7,132,20709,Mark Renshaw,Australia,Team Dimension Data,35
7,133,20718,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
7,134,20718,Stefan Küng,Switzerland,BMC Racing Team,24
7,135,20722,Reinardt Janse Van Rensburg,South Africa,Team Dimension Data,29
7,136,20722,Fabien Grellier,France,Direct Énergie,23
7,137,20726,Gregor Mühlberger,Austria,Bora-Hansgrohe,24
7,138,20742,Toms Skujins,Latvia,Trek-Segafredo,27
7,139,20742,Julien Bernard,France,Trek-Segafredo,26
7,140,20761,Lukas Pöstlberger,Austria,Bora-Hansgrohe,26
7,141,20763,Thomas De Gendt,Belgium,Lotto-Soudal,31
7,142,20763,Julien Vermote,Belgium,Team Dimension Data,28
7,143,20763,Jesús Herrada,Spain,Cofidis,27
7,144,20763,Anthony Perez,France,Cofidis,27
7,145,20763,Laurent Pichon,France,Fortuneo-Samsic,31
7,146,20763,Tim Declercq,Belgium,Quick-Step Floors,29
7,147,20763,Daniel Navarro,Spain,Cofidis,34
7,148,20763,Omar Fraile,Spain,Astana,27
7,149,20763,Damien Gaudin,France,Direct Énergie,31
7,150,20763,Robert Gesink,Netherlands,LottoNL-Jumbo,32
7,151,20763,Paul Martens,Germany,LottoNL-Jumbo,34
7,152,20763,Élie Gesbert,France,Fortuneo-Samsic,23
7,153,20763,Antwan Tolhoek,Netherlands,LottoNL-Jumbo,24
7,154,20763,Rory Sutherland,Australia,UAE Team Emirates,36
7,155,20763,Damien Howson,Australia,Mitchelton-Scott,25
7,156,20763,Jesper Hansen,Denmark,Astana,27
7,157,20763,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
7,158,20763,Dimitri Claeys,Belgium,Cofidis,31
7,159,20763,Tomasz Marczynski,Poland,Lotto-Soudal,34
7,160,20763,Franco Pellizotti,Italy,Bahrain-Merida,40
7,161,20763,Michal Kwiatkowski,Poland,Team Sky,28
7,162,20763,Luke Rowe,Great Britain,Team Sky,28
7,163,20763,Ian Boswell,United States,Team Katusha-Alpecin,27
7,164,20763,Jérôme Cousin,France,Direct Énergie,29
7,165,20763,Wout Poels,Netherlands,Team Sky,30
7,166,20763,Pawel Poljanski,Poland,Bora-Hansgrohe,28
7,167,20763,Jelle Vanendert,Belgium,Lotto-Soudal,33
7,168,20763,Chad Haga,United States,Team Sunweb,29
7,169,20763,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
7,170,20878,Olivier Le Gac,France,Groupama-FDJ,24
8,1,15816,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
8,2,15816,Peter Sagan,Slovakia,Bora-Hansgrohe,28
8,3,15816,John Degenkolb,Germany,Trek-Segafredo,29
8,4,15816,Alexander Kristoff,Norway,UAE Team Emirates,31
8,5,15816,Arnaud Démare,France,Groupama-FDJ,26
8,6,15816,Thomas Boudat,France,Direct Énergie,24
8,7,15816,Nikias Arndt,Germany,Team Sunweb,26
8,8,15816,Mark Cavendish,Great Britain,Team Dimension Data,33
8,9,15816,Yves Lampaert,Belgium,Quick-Step Floors,27
8,10,15816,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
8,11,15816,Daniel Oss,Italy,Bora-Hansgrohe,31
8,12,15816,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
8,13,15816,Sonny Colbrelli,Italy,Bahrain-Merida,28
8,14,15816,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
8,15,15816,Marcel Kittel,Germany,Team Katusha-Alpecin,30
8,16,15816,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
8,17,15816,Geraint Thomas,Great Britain,Team Sky,32
8,18,15816,Vincenzo Nibali,Italy,Bahrain-Merida,33
8,19,15816,Chris Froome,Great Britain,Team Sky,33
8,20,15816,Maximiliano Richeze,Argentina,Quick-Step Floors,35
8,21,15816,Alejandro Valverde,Spain,Movistar Team,38
8,22,15816,Laurent Pichon,France,Fortuneo-Samsic,31
8,23,15816,Gorka Izagirre,Spain,Bahrain-Merida,30
8,24,15816,Søren Kragh Andersen,Denmark,Team Sunweb,23
8,25,15816,Daniele Bennati,Italy,Movistar Team,37
8,26,15816,Greg Van Avermaet,Belgium,BMC Racing Team,33
8,27,15816,Damiano Caruso,Italy,BMC Racing Team,30
8,28,15816,Nairo Quintana,Colombia,Movistar Team,28
8,29,15816,Egan Bernal,Colombia,Team Sky,21
8,30,15816,Edward Theuns,Belgium,Team Sunweb,27
8,31,15816,Tom Dumoulin,Netherlands,Team Sunweb,27
8,32,15816,Dmitriy Gruzdev,Kazakhstan,Astana,32
8,33,15816,Mikel Landa,Spain,Movistar Team,28
8,34,15816,Bob Jungels,Luxembourg,Quick-Step Floors,25
8,35,15816,Rafal Majka,Poland,Bora-Hansgrohe,28
8,36,15816,Oliver Naesen,Belgium,AG2R La Mondiale,27
8,37,15816,Pierre Latour,France,AG2R La Mondiale,24
8,38,15816,Richie Porte,Australia,BMC Racing Team,33
8,39,15816,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
8,40,15816,Gregor Mühlberger,Austria,Bora-Hansgrohe,24
8,41,15816,Michael Valgren,Denmark,Astana,26
8,42,15816,Daryl Impey,South Africa,Mitchelton-Scott,31
8,43,15816,Jasper Stuyven,Belgium,Trek-Segafredo,26
8,44,15816,Heinrich Haussler,Australia,Bahrain-Merida,34
8,45,15816,Koen De Kort,Netherlands,Trek-Segafredo,35
8,46,15816,Warren Barguil,France,Fortuneo-Samsic,26
8,47,15816,Florian Vachon,France,Fortuneo-Samsic,33
8,48,15816,Bauke Mollema,Netherlands,Trek-Segafredo,31
8,49,15816,Ion Izagirre,Spain,Bahrain-Merida,29
8,50,15816,Adam Yates,Great Britain,Mitchelton-Scott,25
8,51,15816,Jack Bauer,New Zealand,Mitchelton-Scott,33
8,52,15816,Tejay Van Garderen,United States,BMC Racing Team,29
8,53,15816,Jakob Fuglsang,Denmark,Astana,33
8,54,15816,Romain Bardet,France,AG2R La Mondiale,27
8,55,15816,Silvan Dillier,Switzerland,AG2R La Mondiale,27
8,56,15816,Alexis Vuillermoz,France,AG2R La Mondiale,30
8,57,15816,Jacopo Guarnieri,Italy,Groupama-FDJ,30
8,58,15816,Rigoberto Urán,Colombia,EF Education First-Drapac p/b Cannondale,31
8,59,15816,Niki Terpstra,Netherlands,Quick-Step Floors,34
8,60,15816,Tony Gallopin,France,AG2R La Mondiale,30
8,61,15816,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
8,62,15816,Nils Politt,Germany,Team Katusha-Alpecin,24
8,63,15816,Domenico Pozzovivo,Italy,Bahrain-Merida,35
8,64,15816,Marcus Burghardt,Germany,Bora-Hansgrohe,35
