stage_id,ranking,rider_time,rider_name,rider_country,rider_team,rider_age
10,146,17597,Arnaud Démare,France,Groupama-FDJ,26
10,147,17597,Maximiliano Richeze,Argentina,Quick-Step Floors,35
10,148,17597,Damien Gaudin,France,Direct Énergie,31
10,149,17597,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
10,150,17597,Daniele Bennati,Italy,Movistar Team,37
10,151,17597,Romain Hardy,France,Fortuneo-Samsic,29
10,152,17597,Roberto Ferrari,Italy,UAE Team Emirates,35
10,153,17597,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
10,154,17723,Jack Bauer,New Zealand,Mitchelton-Scott,33
10,155,17969,Julien Vermote,Belgium,Team Dimension Data,28
10,156,17969,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
10,157,17969,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
10,158,17969,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
10,159,17969,Mark Cavendish,Great Britain,Team Dimension Data,33
10,160,17969,Timo Roosen,Netherlands,LottoNL-Jumbo,25
10,161,17969,Rick Zabel,Germany,Team Katusha-Alpecin,24
10,162,17969,Marcel Kittel,Germany,Team Katusha-Alpecin,30
10,163,17969,Michael Hepburn,Australia,Mitchelton-Scott,26
10,164,17969,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
10,165,17969,Mark Renshaw,Australia,Team Dimension Data,35
11,1,12576,Geraint Thomas,Great Britain,Team Sky,32
11,2,12596,Tom Dumoulin,Netherlands,Team Sunweb,27
11,3,12596,Chris Froome,Great Britain,Team Sky,33
11,4,12598,Damiano Caruso,Italy,BMC Racing Team,30
11,5,12598,Mikel Nieve,Spain,Mitchelton-Scott,34
11,6,12603,Daniel Martin,Ireland,UAE Team Emirates,31
11,7,12633,Jesús Herrada,Spain,Cofidis,27
11,8,12635,Romain Bardet,France,AG2R La Mondiale,27
11,9,12635,Vincenzo Nibali,Italy,Bahrain-Merida,33
11,10,12635,Nairo Quintana,Colombia,Movistar Team,28
11,11,12635,Primoz Roglic,Slovenia,LottoNL-Jumbo,28
11,12,12643,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
11,13,12683,Mikel Landa,Spain,Movistar Team,28
11,14,12683,Egan Bernal,Colombia,Team Sky,21
11,15,12694,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
11,16,12747,Daniel Navarro,Spain,Cofidis,34
11,17,12755,Pierre Latour,France,AG2R La Mondiale,24
11,18,12762,Gorka Izagirre,Spain,Bahrain-Merida,30
11,19,12764,Guillaume Martin,France,Wanty-Groupe Gobert,25
11,20,12764,Warren Barguil,France,Fortuneo-Samsic,26
11,21,12786,Daniel Felipe Martínez,Colombia,EF Education First-Drapac p/b Cannondale,22
11,22,12786,Domenico Pozzovivo,Italy,Bahrain-Merida,35
11,23,12786,Alejandro Valverde,Spain,Movistar Team,38
11,24,12797,Darwin Atapuma,Colombia,UAE Team Emirates,30
11,25,12809,Tanel Kangert,Estonia,Astana,31
11,26,12809,Jakob Fuglsang,Denmark,Astana,33
11,27,12858,Bob Jungels,Luxembourg,Quick-Step Floors,25
11,28,12858,Adam Yates,Great Britain,Mitchelton-Scott,25
11,29,13006,Serge Pauwels,Belgium,Team Dimension Data,34
11,30,13115,Antwan Tolhoek,Netherlands,LottoNL-Jumbo,24
11,31,13165,Michael Valgren,Denmark,Astana,26
11,32,13216,Arthur Vichot,France,Groupama-FDJ,29
11,33,13232,Jesper Hansen,Denmark,Astana,27
11,34,13265,Thomas De Gendt,Belgium,Lotto-Soudal,31
11,35,13265,Anthony Perez,France,Cofidis,27
11,36,13265,Bauke Mollema,Netherlands,Trek-Segafredo,31
11,37,13265,Rafal Majka,Poland,Bora-Hansgrohe,28
11,38,13265,Rudy Molard,France,Groupama-FDJ,28
11,39,13298,Ian Boswell,United States,Team Katusha-Alpecin,27
11,40,13298,Michal Kwiatkowski,Poland,Team Sky,28
11,41,13327,Pavel Kochetkov,Russia,Team Katusha-Alpecin,32
11,42,13437,Nicolas Edet,France,Cofidis,30
11,43,13437,Wout Poels,Netherlands,Team Sky,30
11,44,13437,Jonathan Castroviejo,Spain,Team Sky,31
11,45,13479,Romain Sicard,France,Direct Énergie,30
11,46,13505,Laurens Ten Dam,Netherlands,Team Sunweb,37
11,47,13567,Franco Pellizotti,Italy,Bahrain-Merida,40
11,48,13567,Nikias Arndt,Germany,Team Sunweb,26
11,49,13567,Stefan Küng,Switzerland,BMC Racing Team,24
11,50,13567,Simon Geschke,Germany,Team Sunweb,32
11,51,13567,Amaël Moinard,France,Fortuneo-Samsic,36
11,52,13567,Élie Gesbert,France,Fortuneo-Samsic,23
11,53,13567,Tejay Van Garderen,United States,BMC Racing Team,29
11,54,13567,Mathias Frank,Switzerland,AG2R La Mondiale,31
11,55,13621,Julien Bernard,France,Trek-Segafredo,26
11,56,13621,Marco Minnaard,Netherlands,Wanty-Groupe Gobert,29
11,57,13647,Rein Taaramäe,Estonia,Direct Énergie,31
11,58,13647,Pawel Poljanski,Poland,Bora-Hansgrohe,28
11,59,13647,Sylvain Chavanel,France,Direct Énergie,39
11,60,13647,Pierre Rolland,France,EF Education First-Drapac p/b Cannondale,31
11,61,13698,Toms Skujins,Latvia,Trek-Segafredo,27
11,62,13783,David Gaudu,France,Groupama-FDJ,21
11,63,13783,Tobias Ludvigsson,Sweden,Groupama-FDJ,27
11,64,13783,Lilian Calmejane,France,Direct Énergie,25
11,65,13853,Robert Gesink,Netherlands,LottoNL-Jumbo,32
11,66,13853,Jelle Vanendert,Belgium,Lotto-Soudal,33
11,67,13853,Rory Sutherland,Australia,UAE Team Emirates,36
11,68,13898,Søren Kragh Andersen,Denmark,Team Sunweb,23
11,69,13919,Michael Schär,Switzerland,BMC Racing Team,31
11,70,13919,Thomas Degand,Belgium,Wanty-Groupe Gobert,32
11,71,13919,Greg Van Avermaet,Belgium,BMC Racing Team,33
11,72,13919,Oliver Naesen,Belgium,AG2R La Mondiale,27
11,73,13919,Yoann Offredo,France,Wanty-Groupe Gobert,31
11,74,13919,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
11,75,13919,Patrick Bevin,New Zealand,BMC Racing Team,27
11,76,13919,Silvan Dillier,Switzerland,AG2R La Mondiale,27
11,77,13919,Paul Martens,Germany,LottoNL-Jumbo,34
11,78,13919,Koen De Kort,Netherlands,Trek-Segafredo,35
11,79,13919,Tomasz Marczynski,Poland,Lotto-Soudal,34
11,80,14007,Gregor Mühlberger,Austria,Bora-Hansgrohe,24
11,81,14054,Marc Soler,Spain,Movistar Team,24
11,82,14054,Andrey Amador,Costa Rica,Movistar Team,31
11,83,14067,Tim Declercq,Belgium,Quick-Step Floors,29
11,84,14067,Julian Alaphilippe,France,Quick-Step Floors,26
11,85,14067,Marcus Burghardt,Germany,Bora-Hansgrohe,35
11,86,14067,Maxime Bouet,France,Fortuneo-Samsic,31
11,87,14067,Kevin Ledanois,France,Fortuneo-Samsic,24
11,88,14067,Chad Haga,United States,Team Sunweb,29
11,89,14067,Julien Simon,France,Cofidis,32
11,90,14141,Kristijan Ðurasek,Croatia,UAE Team Emirates,30
11,91,14143,Gianni Moscon,Italy,Team Sky,24
11,92,14143,Daryl Impey,South Africa,Mitchelton-Scott,31
11,93,14143,Tom-Jelte Slagter,Netherlands,Team Dimension Data,29
11,94,14143,Edward Theuns,Belgium,Team Sunweb,27
11,95,14143,Dimitri Claeys,Belgium,Cofidis,31
11,96,14143,Simon Gerrans,Australia,BMC Racing Team,38
11,97,14143,Florian Vachon,France,Fortuneo-Samsic,33
11,98,14143,Laurent Pichon,France,Fortuneo-Samsic,31
11,99,14143,Omar Fraile,Spain,Astana,27
11,100,14143,Imanol Erviti,Spain,Movistar Team,34
11,101,14143,Ion Izagirre,Spain,Bahrain-Merida,29
11,102,14143,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
11,103,14143,Damien Howson,Australia,Mitchelton-Scott,25
11,104,14143,Jasper Stuyven,Belgium,Trek-Segafredo,26
11,105,14143,Jack Bauer,New Zealand,Mitchelton-Scott,33
11,106,14143,Anthony Turgis,France,Cofidis,24
11,107,14143,Yves Lampaert,Belgium,Quick-Step Floors,27
11,108,14143,Fernando Gaviria,Colombia,Quick-Step Floors,23
11,109,14143,Luke Durbridge,Australia,Mitchelton-Scott,27
11,110,14143,Simon Clarke,Australia,EF Education First-Drapac p/b Cannondale,31
11,111,14143,Rigoberto Urán,Colombia,EF Education First-Drapac p/b Cannondale,31
11,112,14143,Philippe Gilbert,Belgium,Quick-Step Floors,36
11,113,14143,Magnus Cort Nielsen,Denmark,Astana,25
11,114,14143,Mathew Hayman,Australia,Mitchelton-Scott,40
11,115,14143,Dmitriy Gruzdev,Kazakhstan,Astana,32
11,116,14143,Lukas Pöstlberger,Austria,Bora-Hansgrohe,26
11,117,14143,Christophe Laporte,France,Cofidis,25
11,118,14143,Michael Gogl,Austria,Trek-Segafredo,24
11,119,14143,Peter Sagan,Slovakia,Bora-Hansgrohe,28
11,120,14143,Jérôme Cousin,France,Direct Énergie,29
11,121,14143,Daniel Oss,Italy,Bora-Hansgrohe,31
11,122,14143,Daniele Bennati,Italy,Movistar Team,37
11,123,14143,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
11,124,14180,Nils Politt,Germany,Team Katusha-Alpecin,24
11,125,14221,Julien Vermote,Belgium,Team Dimension Data,28
11,126,14221,Luke Rowe,Great Britain,Team Sky,28
11,127,14221,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
11,128,14221,Sonny Colbrelli,Italy,Bahrain-Merida,28
11,129,14221,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
11,130,14221,Marco Marcato,Italy,UAE Team Emirates,34
11,131,14221,Jasper De Buyst,Belgium,Lotto-Soudal,24
11,132,14221,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
11,133,14221,Oliviero Troia,Italy,UAE Team Emirates,23
11,134,14221,Tom Scully,New Zealand,EF Education First-Drapac p/b Cannondale,28
11,135,14221,Jay Thomson,South Africa,Team Dimension Data,32
11,136,14221,Romain Hardy,France,Fortuneo-Samsic,29
11,137,14221,Edvald Boasson Hagen,Norway,Team Dimension Data,31
11,138,14221,Arnaud Démare,France,Groupama-FDJ,26
11,139,14221,Kristijan Koren,Slovenia,Bahrain-Merida,31
11,140,14221,John Degenkolb,Germany,Trek-Segafredo,29
11,141,14221,Olivier Le Gac,France,Groupama-FDJ,24
11,142,14221,Maciej Bodnar,Poland,Bora-Hansgrohe,33
11,143,14221,Heinrich Haussler,Australia,Bahrain-Merida,34
11,144,14221,Alexander Kristoff,Norway,UAE Team Emirates,31
11,145,14221,André Greipel,Germany,Lotto-Soudal,35
11,146,14221,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
11,147,14221,Reinardt Janse Van Rensburg,South Africa,Team Dimension Data,29
11,148,14221,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
11,149,14221,Roberto Ferrari,Italy,UAE Team Emirates,35
11,150,14241,Fabien Grellier,France,Direct Énergie,23
11,151,14252,Jacopo Guarnieri,Italy,Groupama-FDJ,30
11,152,14254,Thomas Boudat,France,Direct Énergie,24
11,153,14287,Damien Gaudin,France,Direct Énergie,31
11,154,14321,Niki Terpstra,Netherlands,Quick-Step Floors,34
11,155,14321,Maximiliano Richeze,Argentina,Quick-Step Floors,35
11,156,14334,Michael Hepburn,Australia,Mitchelton-Scott,26
11,157,14338,Dylan Groenewegen,Netherlands,LottoNL-Jumbo,25
11,158,14338,Tony Gallopin,France,AG2R La Mondiale,30
11,159,14338,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
11,160,14338,Timo Roosen,Netherlands,LottoNL-Jumbo,25
11,161,14341,Marcel Sieberg,Germany,Lotto-Soudal,36
11,162,14468,Rick Zabel,Germany,Team Katusha-Alpecin,24
12,1,19117,Geraint Thomas,Great Britain,Team Sky,32
12,2,19119,Tom Dumoulin,Netherlands,Team Sunweb,27
12,3,19120,Romain Bardet,France,AG2R La Mondiale,27
12,4,19121,Chris Froome,Great Britain,Team Sky,33
12,5,19124,Mikel Landa,Spain,Movistar Team,28
12,6,19130,Primoz Roglic,Slovenia,LottoNL-Jumbo,28
12,7,19130,Vincenzo Nibali,Italy,Bahrain-Merida,33
12,8,19159,Jakob Fuglsang,Denmark,Astana,33
12,9,19164,Nairo Quintana,Colombia,Movistar Team,28
12,10,19170,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
12,11,19218,Egan Bernal,Colombia,Team Sky,21
12,12,19222,Daniel Martin,Ireland,UAE Team Emirates,31
12,13,19306,Bob Jungels,Luxembourg,Quick-Step Floors,25
12,14,19386,Alejandro Valverde,Spain,Movistar Team,38
12,15,19386,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
12,16,19392,Pierre Latour,France,AG2R La Mondiale,24
12,17,19394,Ion Izagirre,Spain,Bahrain-Merida,29
12,18,19397,Guillaume Martin,France,Wanty-Groupe Gobert,25
12,19,19458,Tanel Kangert,Estonia,Astana,31
12,20,19529,David Gaudu,France,Groupama-FDJ,21
12,21,19621,Robert Gesink,Netherlands,LottoNL-Jumbo,32
12,22,19655,Simon Geschke,Germany,Team Sunweb,32
12,23,19690,Daniel Navarro,Spain,Cofidis,34
12,24,19714,Mikel Nieve,Spain,Mitchelton-Scott,34
12,25,19776,Pierre Rolland,France,EF Education First-Drapac p/b Cannondale,31
12,26,19776,Warren Barguil,France,Fortuneo-Samsic,26
12,27,20026,Rafal Majka,Poland,Bora-Hansgrohe,28
12,28,20056,Laurens Ten Dam,Netherlands,Team Sunweb,37
12,29,20458,Oliver Naesen,Belgium,AG2R La Mondiale,27
12,30,20458,Maxime Bouet,France,Fortuneo-Samsic,31
12,31,20458,Arthur Vichot,France,Groupama-FDJ,29
12,32,20458,Rudy Molard,France,Groupama-FDJ,28
12,33,20458,Michael Schär,Switzerland,BMC Racing Team,31
12,34,20458,Nicolas Edet,France,Cofidis,30
12,35,20458,Pavel Kochetkov,Russia,Team Katusha-Alpecin,32
12,36,20458,Michael Valgren,Denmark,Astana,26
12,37,20458,Tejay Van Garderen,United States,BMC Racing Team,29
12,38,20458,Antwan Tolhoek,Netherlands,LottoNL-Jumbo,24
12,39,20458,Bauke Mollema,Netherlands,Trek-Segafredo,31
12,40,20458,Wout Poels,Netherlands,Team Sky,30
12,41,20458,Mathias Frank,Switzerland,AG2R La Mondiale,31
12,42,20536,Lawson Craddock,United States,EF Education First-Drapac p/b Cannondale,26
12,43,20549,Franco Pellizotti,Italy,Bahrain-Merida,40
12,44,20582,Greg Van Avermaet,Belgium,BMC Racing Team,33
12,45,20582,Daniel Felipe Martínez,Colombia,EF Education First-Drapac p/b Cannondale,22
12,46,20582,Gorka Izagirre,Spain,Bahrain-Merida,30
12,47,20637,Rory Sutherland,Australia,UAE Team Emirates,36
12,48,20672,Serge Pauwels,Belgium,Team Dimension Data,34
12,49,20699,Jesper Hansen,Denmark,Astana,27
12,50,20707,Jonathan Castroviejo,Spain,Team Sky,31
12,51,20707,Julien Vermote,Belgium,Team Dimension Data,28
12,52,20707,Stefan Küng,Switzerland,BMC Racing Team,24
12,53,20716,Julien Bernard,France,Trek-Segafredo,26
12,54,20716,Thomas De Gendt,Belgium,Lotto-Soudal,31
12,55,20718,Tom-Jelte Slagter,Netherlands,Team Dimension Data,29
12,56,20718,Dimitri Claeys,Belgium,Cofidis,31
12,57,20742,Philippe Gilbert,Belgium,Quick-Step Floors,36
12,58,20742,Thomas Degand,Belgium,Wanty-Groupe Gobert,32
12,59,20742,Damiano Caruso,Italy,BMC Racing Team,30
12,60,20742,Paul Martens,Germany,LottoNL-Jumbo,34
12,61,20746,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
12,62,20748,Tomasz Marczynski,Poland,Lotto-Soudal,34
12,63,20789,Koen De Kort,Netherlands,Trek-Segafredo,35
12,64,20789,Marco Minnaard,Netherlands,Wanty-Groupe Gobert,29
12,65,20789,Amund Grøndahl Jansen ,Norway,LottoNL-Jumbo,24
12,66,20789,Kristijan Ðurasek,Croatia,UAE Team Emirates,30
12,67,20851,Tobias Ludvigsson,Sweden,Groupama-FDJ,27
12,68,20851,Laurent Pichon,France,Fortuneo-Samsic,31
12,69,20851,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
12,70,20851,Olivier Le Gac,France,Groupama-FDJ,24
12,71,20851,Damien Howson,Australia,Mitchelton-Scott,25
12,72,20851,Michal Kwiatkowski,Poland,Team Sky,28
12,73,20851,Nikias Arndt,Germany,Team Sunweb,26
12,74,20851,Luke Rowe,Great Britain,Team Sky,28
12,75,20851,Adam Yates,Great Britain,Mitchelton-Scott,25
12,76,20851,Patrick Bevin,New Zealand,BMC Racing Team,27
12,77,20851,Gianni Moscon,Italy,Team Sky,24
12,78,20851,Andrey Amador,Costa Rica,Movistar Team,31
12,79,20851,Simon Gerrans,Australia,BMC Racing Team,38
12,80,20851,Edvald Boasson Hagen,Norway,Team Dimension Data,31
12,81,20851,Imanol Erviti,Spain,Movistar Team,34
12,82,20851,Jesús Herrada,Spain,Cofidis,27
12,83,20851,Daryl Impey,South Africa,Mitchelton-Scott,31
12,84,20851,Chad Haga,United States,Team Sunweb,29
12,85,20851,Gregor Mühlberger,Austria,Bora-Hansgrohe,24
12,86,20851,Silvan Dillier,Switzerland,AG2R La Mondiale,27
12,87,20851,Kevin Ledanois,France,Fortuneo-Samsic,24
12,88,20851,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
12,89,20851,Marc Soler,Spain,Movistar Team,24
12,90,20851,Toms Skujins,Latvia,Trek-Segafredo,27
12,91,20851,Jérôme Cousin,France,Direct Énergie,29
12,92,20851,Élie Gesbert,France,Fortuneo-Samsic,23
12,93,20851,Romain Sicard,France,Direct Énergie,30
12,94,20851,Amaël Moinard,France,Fortuneo-Samsic,36
12,95,20851,Ian Boswell,United States,Team Katusha-Alpecin,27
12,96,20851,Lilian Calmejane,France,Direct Énergie,25
12,97,20851,Anthony Perez,France,Cofidis,27
12,98,20851,Julien Simon,France,Cofidis,32
12,99,20851,Yoann Offredo,France,Wanty-Groupe Gobert,31
12,100,20868,Julian Alaphilippe,France,Quick-Step Floors,26
12,101,20912,Søren Kragh Andersen,Denmark,Team Sunweb,23
12,102,20996,Jasper Stuyven,Belgium,Trek-Segafredo,26
12,103,20996,Lukas Pöstlberger,Austria,Bora-Hansgrohe,26
12,104,20996,Yves Lampaert,Belgium,Quick-Step Floors,27
12,105,20996,Magnus Cort Nielsen,Denmark,Astana,25
12,106,20996,Omar Fraile,Spain,Astana,27
12,107,21006,Marcus Burghardt,Germany,Bora-Hansgrohe,35
12,108,21006,Daniel Oss,Italy,Bora-Hansgrohe,31
12,109,21006,Peter Sagan,Slovakia,Bora-Hansgrohe,28
12,110,21006,Simon Clarke,Australia,EF Education First-Drapac p/b Cannondale,31
12,111,21010,Daniele Bennati,Italy,Movistar Team,37
12,112,21014,Jelle Vanendert,Belgium,Lotto-Soudal,33
12,113,21014,Pawel Poljanski,Poland,Bora-Hansgrohe,28
12,114,21022,Reinardt Janse Van Rensburg,South Africa,Team Dimension Data,29
12,115,21022,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
12,116,21022,Kristijan Koren,Slovenia,Bahrain-Merida,31
12,117,21022,Jay Thomson,South Africa,Team Dimension Data,32
12,118,21022,Darwin Atapuma,Colombia,UAE Team Emirates,30
12,119,21022,Maciej Bodnar,Poland,Bora-Hansgrohe,33
12,120,21022,Sylvain Chavanel,France,Direct Énergie,39
12,121,21039,Tim Declercq,Belgium,Quick-Step Floors,29
12,122,21056,Alexander Kristoff,Norway,UAE Team Emirates,31
12,123,21064,Fabien Grellier,France,Direct Énergie,23
12,124,21078,Michael Gogl,Austria,Trek-Segafredo,24
12,125,21078,John Degenkolb,Germany,Trek-Segafredo,29
12,126,21085,Tom Scully,New Zealand,EF Education First-Drapac p/b Cannondale,28
12,127,21091,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
12,128,21091,Anthony Turgis,France,Cofidis,24
12,129,21099,Sonny Colbrelli,Italy,Bahrain-Merida,28
12,130,21099,Domenico Pozzovivo,Italy,Bahrain-Merida,35
12,131,21099,Florian Vachon,France,Fortuneo-Samsic,33
12,132,21099,Heinrich Haussler,Australia,Bahrain-Merida,34
12,133,21099,Mathew Hayman,Australia,Mitchelton-Scott,40
12,134,21099,Edward Theuns,Belgium,Team Sunweb,27
12,135,21129,Thomas Boudat,France,Direct Énergie,24
12,136,21153,Nils Politt,Germany,Team Katusha-Alpecin,24
12,137,21167,Jasper De Buyst,Belgium,Lotto-Soudal,24
12,138,21186,Niki Terpstra,Netherlands,Quick-Step Floors,34
12,139,21201,Roberto Ferrari,Italy,UAE Team Emirates,35
12,140,21215,Arnaud Démare,France,Groupama-FDJ,26
12,141,21215,Damien Gaudin,France,Direct Énergie,31
12,142,21222,Christophe Laporte,France,Cofidis,25
12,143,21225,Timo Roosen,Netherlands,LottoNL-Jumbo,25
12,144,21252,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
12,145,21299,Oliviero Troia,Italy,UAE Team Emirates,23
12,146,21301,Marco Marcato,Italy,UAE Team Emirates,34
12,147,21329,Michael Hepburn,Australia,Mitchelton-Scott,26
12,148,21347,Jack Bauer,New Zealand,Mitchelton-Scott,33
12,149,21373,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
12,150,21390,Romain Hardy,France,Fortuneo-Samsic,29
12,151,21400,Jacopo Guarnieri,Italy,Groupama-FDJ,30
12,152,21416,Maximiliano Richeze,Argentina,Quick-Step Floors,35
12,153,21484,Luke Durbridge,Australia,Mitchelton-Scott,27
13,1,13555,Peter Sagan,Slovakia,Bora-Hansgrohe,28
13,2,13555,Alexander Kristoff,Norway,UAE Team Emirates,31
13,3,13555,Arnaud Démare,France,Groupama-FDJ,26
13,4,13555,John Degenkolb,Germany,Trek-Segafredo,29
13,5,13555,Greg Van Avermaet,Belgium,BMC Racing Team,33
13,6,13555,Yves Lampaert,Belgium,Quick-Step Floors,27
13,7,13555,Magnus Cort Nielsen,Denmark,Astana,25
13,8,13555,Andrea Pasqualon,Italy,Wanty-Groupe Gobert,30
13,9,13555,Sonny Colbrelli,Italy,Bahrain-Merida,28
13,10,13555,Taylor Phinney,United States,EF Education First-Drapac p/b Cannondale,28
13,11,13555,Reinardt Janse Van Rensburg,South Africa,Team Dimension Data,29
13,12,13555,Dion Smith,New Zealand,Wanty-Groupe Gobert,25
13,13,13555,Jacopo Guarnieri,Italy,Groupama-FDJ,30
13,14,13555,Timothy Dupont,Belgium,Wanty-Groupe Gobert,30
13,15,13555,Pierre Latour,France,AG2R La Mondiale,24
13,16,13555,Nikias Arndt,Germany,Team Sunweb,26
13,17,13555,Edvald Boasson Hagen,Norway,Team Dimension Data,31
13,18,13555,Jasper De Buyst,Belgium,Lotto-Soudal,24
13,19,13555,Christophe Laporte,France,Cofidis,25
13,20,13555,Michael Hepburn,Australia,Mitchelton-Scott,26
13,21,13555,Thomas Boudat,France,Direct Énergie,24
13,22,13555,Romain Bardet,France,AG2R La Mondiale,27
13,23,13555,Kevin Ledanois,France,Fortuneo-Samsic,24
13,24,13555,Mikel Landa,Spain,Movistar Team,28
13,25,13555,Geraint Thomas,Great Britain,Team Sky,32
13,26,13555,Timo Roosen,Netherlands,LottoNL-Jumbo,25
13,27,13555,Nairo Quintana,Colombia,Movistar Team,28
13,28,13555,Maximiliano Richeze,Argentina,Quick-Step Floors,35
13,29,13555,Daniel Martin,Ireland,UAE Team Emirates,31
13,30,13555,Steven Kruijswijk,Netherlands,LottoNL-Jumbo,31
13,31,13555,Bob Jungels,Luxembourg,Quick-Step Floors,25
13,32,13555,Lilian Calmejane,France,Direct Énergie,25
13,33,13555,Jasper Stuyven,Belgium,Trek-Segafredo,26
13,34,13555,Nils Politt,Germany,Team Katusha-Alpecin,24
13,35,13555,Tanel Kangert,Estonia,Astana,31
13,36,13555,Julien Vermote,Belgium,Team Dimension Data,28
13,37,13555,Tom Dumoulin,Netherlands,Team Sunweb,27
13,38,13555,Philippe Gilbert,Belgium,Quick-Step Floors,36
13,39,13555,Chris Froome,Great Britain,Team Sky,33
13,40,13555,Mikel Nieve,Spain,Mitchelton-Scott,34
13,41,13555,Jack Bauer,New Zealand,Mitchelton-Scott,33
13,42,13555,Sylvain Chavanel,France,Direct Énergie,39
13,43,13555,Stefan Küng,Switzerland,BMC Racing Team,24
13,44,13555,Michael Valgren,Denmark,Astana,26
13,45,13555,Primoz Roglic,Slovenia,LottoNL-Jumbo,28
13,46,13555,Ilnur Zakarin,Russia,Team Katusha-Alpecin,28
13,47,13555,Alejandro Valverde,Spain,Movistar Team,38
13,48,13555,Marco Minnaard,Netherlands,Wanty-Groupe Gobert,29
13,49,13555,Jakob Fuglsang,Denmark,Astana,33
13,50,13555,Mathew Hayman,Australia,Mitchelton-Scott,40
13,51,13555,Guillaume Martin,France,Wanty-Groupe Gobert,25
13,52,13555,Warren Barguil,France,Fortuneo-Samsic,26
13,53,13555,Arthur Vichot,France,Groupama-FDJ,29
13,54,13555,Gorka Izagirre,Spain,Bahrain-Merida,30
13,55,13555,Edward Theuns,Belgium,Team Sunweb,27
13,56,13569,Sep Vanmarcke,Belgium,EF Education First-Drapac p/b Cannondale,29
13,57,13579,Ramon Sinkeldam,Netherlands,Groupama-FDJ,29
13,58,13584,Julien Simon,France,Cofidis,32
13,59,13584,Yoann Offredo,France,Wanty-Groupe Gobert,31
13,60,13588,Pavel Kochetkov,Russia,Team Katusha-Alpecin,32
13,61,13588,Guillaume Van Keirsbulck,Belgium,Wanty-Groupe Gobert,27
13,62,13595,Daniele Bennati,Italy,Movistar Team,37
13,63,13595,Maxime Bouet,France,Fortuneo-Samsic,31
13,64,13595,Imanol Erviti,Spain,Movistar Team,34
13,65,13598,Paul Martens,Germany,LottoNL-Jumbo,34
13,66,13598,Heinrich Haussler,Australia,Bahrain-Merida,34
13,67,13598,Silvan Dillier,Switzerland,AG2R La Mondiale,27
13,68,13602,Marco Marcato,Italy,UAE Team Emirates,34
13,69,13602,Roberto Ferrari,Italy,UAE Team Emirates,35
13,70,13602,Laurent Pichon,France,Fortuneo-Samsic,31
13,71,13607,Koen De Kort,Netherlands,Trek-Segafredo,35
13,72,13614,Simon Gerrans,Australia,BMC Racing Team,38
13,73,13620,Kristijan Koren,Slovenia,Bahrain-Merida,31
13,74,13622,Oliver Naesen,Belgium,AG2R La Mondiale,27
13,75,13622,Ion Izagirre,Spain,Bahrain-Merida,29
13,76,13622,Jesper Hansen,Denmark,Astana,27
13,77,13622,Amaël Moinard,France,Fortuneo-Samsic,36
13,78,13629,Jérôme Cousin,France,Direct Énergie,29
13,79,13638,Domenico Pozzovivo,Italy,Bahrain-Merida,35
13,80,13638,Bauke Mollema,Netherlands,Trek-Segafredo,31
13,81,13638,Adam Yates,Great Britain,Mitchelton-Scott,25
13,82,13638,Thomas Degand,Belgium,Wanty-Groupe Gobert,32
13,83,13638,Kristijan Ðurasek,Croatia,UAE Team Emirates,30
13,84,13638,Maciej Bodnar,Poland,Bora-Hansgrohe,33
13,85,13638,Pierre Rolland,France,EF Education First-Drapac p/b Cannondale,31
13,86,13638,Rudy Molard,France,Groupama-FDJ,28
13,87,13638,Simon Geschke,Germany,Team Sunweb,32
13,88,13638,Laurens Ten Dam,Netherlands,Team Sunweb,37
13,89,13638,Andrey Amador,Costa Rica,Movistar Team,31
13,90,13638,Tejay Van Garderen,United States,BMC Racing Team,29
13,91,13651,Robert Gesink,Netherlands,LottoNL-Jumbo,32
